-8.521003	0.302079	-8.823082
10.603997	0.302079	10.301918
6.353997	0.302079	6.051918
-4.271003	0.302079	-4.573082
0.775872	0.302079	0.473793
11.791497	0.302079	11.489418
-8.802253	0.302079	-9.104332
3.494622	0.302079	3.192543
3.353997	0.302079	3.051918
-4.349128	0.302079	-4.651207
-12.677253	0.302079	-12.979332
4.338372	0.302079	4.036293
-5.739753	0.302079	-6.041832
-5.880378	0.302079	-6.182457
-15.677253	0.302079	-15.979332
2.088372	0.302079	1.786293
-4.208503	0.302079	-4.510582
-5.052253	0.302079	-5.354332
-12.630378	0.302079	-12.932457
-13.864753	0.302079	-14.166832
-4.677253	0.302079	-4.979332
-9.911628	0.302079	-10.213707
-8.771003	0.302079	-9.073082
1.338372	0.302079	1.036293
0.088372	0.302079	-0.213707
-5.661628	0.302079	-5.963707
-2.989753	0.302079	-3.291832
5.213372	0.302079	4.911293
-1.161628	0.302079	-1.463707
-13.130378	0.302079	-13.432457
0.400872	0.302079	0.098793
-9.849128	0.302079	-10.151207
11.603997	0.302079	11.301918
-7.489753	0.302079	-7.791832
6.603997	0.302079	6.301918
-2.880378	0.302079	-3.182457
-2.146003	0.302079	-2.448082
-10.927253	0.302079	-11.229332
1.432122	0.302079	1.130043
-6.521003	0.302079	-6.823082
18.447747	0.302079	18.145668
1.869622	0.302079	1.567543
-10.286628	0.302079	-10.588707
13.010247	0.302079	12.708168
-4.177253	0.302079	-4.479332
-3.317878	0.302079	-3.619957
15.947747	0.302079	15.645668
-4.317878	0.302079	-4.619957
-3.161628	0.302079	-3.463707
-0.411628	0.302079	-0.713707
14.588372	0.302079	14.286293
6.103997	0.302079	5.801918
2.447747	0.302079	2.145668
11.807122	0.302079	11.505043
-0.817878	0.302079	-1.119957
-2.005378	0.302079	-2.307457
3.088372	0.302079	2.786293
-1.192878	0.302079	-1.494957
0.619622	0.302079	0.317543
1.963372	0.302079	1.661293
11.400872	0.302079	11.098793
-13.380378	0.302079	-13.682457
-3.849128	0.302079	-4.151207
15.807122	0.302079	15.505043
-8.036628	0.302079	-8.338707
0.447747	0.302079	0.145668
7.853997	0.302079	7.551918
-12.021003	0.302079	-12.323082
8.338372	0.302079	8.036293
6.385247	0.302079	6.083168
-8.630378	0.302079	-8.932457
0.088372	0.302079	-0.213707
-8.271003	0.302079	-8.573082
-14.583503	0.302079	-14.885582
-5.114753	0.302079	-5.416832
-11.114753	0.302079	-11.416832
6.869622	0.302079	6.567543
6.307122	0.302079	6.005043
5.541497	0.302079	5.239418
12.572747	0.302079	12.270668
