4	3002021108	 1767	    864.33	1899797.28	  608	25	35	44	64
5	3002205629	 1030	    548.52	1904761.90	  302	1	19	22	40
6	3002339870	 2004	    998.37	1899525.12	  679	5	19	29	37
7	3002510251	  739	    371.02	1900882.55	  230	2	20	24	40
8	3002658703	 1726	    850.54	1905910.74	  595	24	36	44	65
9	3002843224	 1012	    540.19	1902874.13	  307	2	20	23	41
10	3002977471	 1582	    777.25	1894400.00	  544	7	12	25	35
11	3003147850	  740	    363.21	1898305.08	  236	4	21	26	41
12	3003296282	 1793	    888.31	1899972.06	  610	5	16	27	36
13	3003480803	 1031	    557.21	1904761.90	  306	1	20	22	41
14	3003615071	 1954	    957.66	1902273.32	  668	25	35	44	64
15	3003785452	  739	    360.62	1902173.91	  236	5	21	26	41
16	3003933883	 1726	    849.08	1900237.53	  597	25	36	45	65
1	3004118404	 1011	    547.12	1903817.55	  303	2	20	23	41
2	3004252670	 1518	    745.93	1904761.90	  526	25	37	45	66
3	3004423032	  738	    366.50	1902173.91	  228	2	19	24	40
4	3004571465	 1372	    674.75	1892791.13	  474	7	13	25	35
5	3004755926	 1093	    606.98	1904761.90	  305	1	21	22	42
6	3004890255	 1583	    782.31	1899335.23	  542	5	15	26	36
7	3005060635	  739	    364.46	1900882.55	  228	3	20	25	41
8	3005209068	 1750	    869.42	1896501.88	  603	7	11	25	35
9	3005393546	 1053	    580.19	1902044.70	  295	1	21	22	42
10	3005527855	 2004	    993.24	1900475.12	  685	5	16	27	36
11	3005698236	  740	    366.18	1899592.94	  234	3	20	25	41
12	3005846649	 1792	    883.41	1901034.39	  611	6	13	26	35
13	3006031213	  989	    511.95	1904761.90	  292	3	21	24	42
14	3006165461	 1981	    969.93	1897475.13	  673	8	12	26	35
15	3006335840	  739	    361.55	1899592.94	  224	3	20	25	41
16	3006484249	 1374	    663.54	1891181.99	  477	26	36	44	64
1	3006668768	 1032	    550.66	1902912.62	  296	2	21	23	42
2	3006803057	 2001	    980.50	1897073.66	  683	8	12	25	35
3	3006973436	  739	    366.82	1900882.55	  228	3	20	25	41
4	3007121846	 1746	    856.50	1907032.18	  602	25	36	44	65
5	3007306346	 1032	    568.82	1902912.62	  298	1	21	22	42
6	3007440654	 1560	    768.59	1897233.20	  545	25	36	44	65
7	3007611034	  719	    357.47	1900768.69	  226	4	20	25	41
8	3007759443	 1328	    649.52	1906274.82	  461	25	37	45	66
9	3007943943	 1052	    561.24	1902949.57	  296	1	21	23	42
10	3008078250	 1518	    756.48	1897761.44	  528	8	12	26	36
11	3008248609	  739	    368.11	1899592.94	  230	2	20	24	40
12	3008397038	 1326	    647.13	1901111.54	  460	12	15	27	37
13	3008581455	 1116	    643.00	1904761.90	  303	1	85	86	104
14	3008715827	 1583	    781.97	1893793.99	  540	8	12	25	35
15	3008886206	  719	    358.22	1900768.69	  233	4	21	26	41
16	3009034616	 1374	    680.28	1897117.84	  468	5	18	28	37
1	3009219073	 1094	    612.19	1903890.16	  293	1	21	22	42
2	3009353402	 2003	    991.29	1900475.12	  685	5	17	27	36
3	3009523782	  739	    360.07	1900882.55	  230	4	21	25	41
4	3009672214	 1793	    887.10	1895093.06	  615	7	12	25	35
5	3009856692	 1073	    585.96	1903873.08	  300	1	21	22	42
6	3009990999	 1536	    750.26	1907356.95	  528	25	37	45	66
7	3010161360	  739	    372.44	1899592.94	  234	1	20	24	40
8	3010309813	 1726	    851.91	1901366.61	  602	25	37	45	65
9	3010494293	 1073	    585.10	1902985.07	  294	1	21	23	42
10	3010628581	 1583	    779.54	1901140.68	  544	7	13	26	35
11	3010798958	  739	    364.69	1900882.55	  226	3	20	25	41
12	3010947389	 1350	    667.74	1899109.79	  459	2	21	29	35
13	3011131910	 1031	    554.20	1903836.81	  292	1	20	22	41
14	3011266175	 1558	    760.04	1899109.79	  539	25	36	44	65
15	3011436535	  739	    373.56	1900882.55	  229	2	20	24	40
16	3011584987	 1793	    879.15	1901034.39	  612	7	13	26	36
1	3011769528	 1011	    532.95	1902874.13	  292	2	21	24	42
2	3011903754	 2003	    990.63	1901426.07	  683	6	15	26	36
3	3012074135	  738	    361.35	1902173.91	  234	3	20	25	41
4	3012222587	 1746	    859.48	1907032.18	  600	25	36	44	65
5	3012407046	 1094	    609.20	1902949.57	  300	1	42	43	63
6	3012541356	 1981	    980.89	1896507.77	  680	8	12	25	35
7	3012711716	  739	    367.98	1900882.55	  231	2	20	24	40
8	3012860165	 1352	    672.25	1898405.64	  462	4	20	29	37
9	3013044541	 1179	    694.87	1902044.70	  296	1	21	22	105
10	3013178935	 1583	    780.34	1893188.36	  544	8	12	25	35
11	3013349315	  719	    358.60	1902097.90	  228	4	20	25	41
12	3013497769	 1793	    885.08	1901034.39	  612	7	13	26	35
13	3013682290	 1032	    558.08	1901989.33	  292	1	21	23	42
14	3013816518	 2002	    987.31	1901901.90	  678	6	14	26	35
15	3013986899	  739	    362.82	1900882.55	  235	4	21	26	41
16	3014135374	 1768	    867.02	1899797.28	  607	26	36	44	65
1	3014319896	 1031	    550.71	1903836.81	  293	2	21	23	42
2	3014454102	 2004	    999.21	1899050.47	  681	4	20	29	37
3	3014624484	  738	    366.69	1900882.55	  232	2	20	25	41
4	3014772981	 1724	    849.81	1908212.56	  596	25	36	44	65
5	3014957420	 1115	    621.73	1903052.06	  305	1	21	22	42
6	3015091709	 1963	    966.68	1897315.61	  680	26	38	46	66
7	3015262075	  739	    371.69	1900882.55	  235	2	20	25	41
8	3015410573	 1373	    680.70	1899196.49	  473	5	15	26	35
9	3015595073	 1053	    574.26	1902044.70	  292	1	21	23	42
10	3015729298	 1960	    963.22	1898305.08	  675	25	37	45	65
11	3015899660	  719	    364.71	1899441.34	  234	2	20	25	40
12	3016048176	 1374	    669.71	1890694.24	  476	9	11	26	35
13	3016232656	 1053	    584.02	1902949.57	  294	1	21	22	42
14	3016366880	 1518	    746.38	1898305.08	  526	26	38	45	66
15	3016537244	  738	    365.48	1902173.91	  228	2	19	24	40
16	3016685760	 1373	    681.03	1897117.84	  463	4	19	28	37
1	3016870304	 1012	    541.47	1901931.65	  300	3	22	24	42
2	3017004445	 1583	    782.58	1898734.18	  539	5	19	29	37
3	3017174829	  738	    361.22	1903467.03	  228	4	20	25	41
4	3017323367	 1751	    861.05	1896955.50	  599	26	38	45	66
5	3017507891	 1012	    542.37	1901931.65	  293	2	21	24	42
6	3017642034	 2003	    995.94	1900950.48	  680	5	15	26	36
7	3017812414	  740	    363.40	1900882.55	  233	4	20	26	41
8	3017960951	 1793	    882.29	1901034.39	  615	7	13	26	36
9	3018145495	 1011	    536.47	1901931.65	  295	2	21	23	42
10	3018279616	 2004	    999.74	1898576.07	  679	2	21	29	35
11	3018449997	  739	    363.66	1900882.55	  229	3	20	25	41
12	3018598553	 1750	    860.03	1897510.98	  602	26	38	45	66
13	3018783038	 1072	    585.98	1904761.90	  300	1	21	22	42
14	3018917221	 1515	    746.21	1908053.92	  526	25	37	44	65
15	3019087585	  758	    372.62	1903502.97	  229	2	19	23	40
16	3019236142	 1745	    851.43	1907600.60	  602	26	37	45	66
1	3019420646	 1033	    567.72	1901989.33	  296	1	21	22	42
2	3019554812	 1582	    778.66	1894400.00	  543	7	12	25	35
3	3019725193	  739	    364.44	1900882.55	  232	4	21	26	42
4	3019873733	 1374	    676.05	1889996.31	  477	9	11	25	35
5	3020058214	 1054	    581.94	1902949.57	  297	2	21	23	42
6	3020192421	 1560	    768.83	1896608.50	  542	25	35	44	64
7	3020362784	  739	    372.82	1899592.94	  230	1	20	24	40
8	3020511323	 1793	    885.87	1901034.39	  607	6	13	25	35
9	3020695824	 1052	    574.30	1902949.57	  292	1	21	22	42
10	3020830028	 1535	    750.41	1907356.95	  522	25	36	44	65
11	3021000389	  739	    373.46	1899592.94	  230	1	20	24	40
12	3021148926	 1353	    663.49	1892407.48	  473	25	36	44	65
13	3021333429	 1032	    564.35	1902912.62	  294	1	21	22	42
14	3021467612	 2003	    997.82	1898576.07	  676	2	21	29	36
15	3021637996	  739	    363.60	1899592.94	  228	3	20	25	41
16	3021786514	 1795	    893.84	1898910.92	  610	5	18	28	37
1	3021971038	 1032	    568.31	1902912.62	  298	1	21	23	42
2	3022105223	 2003	    990.62	1901426.07	  681	6	13	25	35
3	3022275604	  719	    358.20	1899441.34	  224	3	20	25	41
4	3022424123	 1792	    882.08	1901566.00	  614	7	13	26	36
5	3022608627	 1052	    571.73	1902949.57	  300	1	21	23	42
6	3022742833	 1959	    964.01	1903251.39	  670	25	36	44	65
7	3022913197	  739	    371.52	1902173.91	  235	3	20	25	41
8	3023061734	 1751	    856.44	1896955.50	  609	26	38	46	66
9	3023246237	 1033	    560.58	1901066.93	  295	1	21	23	42
10	3023380442	 1982	    982.66	1896991.33	  674	8	13	26	36
11	3023550803	  739	    365.57	1900882.55	  233	3	20	25	41
12	3023699319	 1330	    669.42	1899736.15	  455	2	21	29	36
13	3023883781	 1095	    624.88	1904761.90	  303	1	21	22	85
14	3024018048	 1540	    758.91	1895984.20	  529	8	13	26	36
15	3024188409	  739	    369.56	1900882.55	  234	2	20	25	41
16	3024336925	 1793	    889.96	1899441.34	  608	4	17	27	36
1	3024521407	 1073	    587.69	1903873.08	  296	1	21	22	42
2	3024655652	 1516	    741.66	1900237.53	  528	25	37	45	65
3	3024826016	  738	    366.90	1902173.91	  228	2	19	24	40
4	3024974533	 1372	    667.32	1891891.89	  475	25	35	44	64
5	3025159035	 1051	    568.54	1904761.90	  299	1	21	22	42
6	3025293261	 1561	    766.42	1902847.57	  542	26	36	44	65
7	3025463644	  719	    359.34	1900768.69	  229	3	20	25	41
8	3025612120	 1793	    891.05	1899972.06	  608	5	17	28	37
9	3025796624	 1053	    585.81	1902949.57	  299	1	21	22	42
10	3025930871	 2003	    993.96	1901426.07	  682	6	14	26	35
11	3026101250	  739	    369.67	1900882.55	  232	3	20	25	41
12	3026249726	 1373	    673.03	1892091.65	  473	8	12	26	35
13	3026434249	 1031	    546.55	1903836.81	  295	1	20	22	41
14	3026568473	 1562	    781.80	1891804.34	  531	2	21	29	35
15	3026738855	  739	    368.81	1900882.55	  231	2	19	24	40
16	3026887328	 1767	    864.53	1900347.62	  607	26	36	44	65
1	3027071809	 1074	    589.71	1902097.90	  306	1	21	22	42
2	3027206098	 1939	    957.97	1904252.47	  666	26	37	45	66
3	3027376461	  739	    371.52	1900882.55	  227	2	20	24	40
4	3027524933	 1729	    857.24	1904188.01	  601	26	37	45	66
5	3027709416	 1073	    590.46	1902985.07	  299	1	21	22	42
6	3027843706	 1559	    765.38	1898483.85	  538	25	36	44	65
7	3028014068	  739	    373.78	1900882.55	  231	2	20	24	40
8	3028162521	 1373	    680.53	1897810.22	  471	5	16	27	36
9	3028347002	 1073	    607.45	1902912.62	  302	1	41	42	62
10	3028481310	 1979	    988.33	1898928.02	  677	8	11	25	35
11	3028651689	  738	    359.39	1902173.91	  227	3	20	25	41
12	3028800121	 1373	    669.92	1899890.39	  474	7	13	26	36
13	3028984663	 1011	    537.97	1903817.55	  296	3	21	24	42
14	3029118909	 1584	    777.32	1893793.99	  542	8	13	26	36
15	3029289289	  739	    361.09	1900882.55	  226	4	21	26	42
16	3029437721	 1373	    668.35	1892091.65	  473	8	12	26	35
1	3029622243	 1032	    554.31	1901989.33	  291	1	21	22	42
2	3029756511	 1581	    768.40	1894873.46	  543	25	35	44	64
3	3029926873	  738	    365.63	1902173.91	  230	2	19	24	40
4	3030075306	 1350	    667.29	1899109.79	  459	3	21	29	36
5	3030259811	 1053	    580.67	1902044.70	  301	1	21	22	42
6	3030394101	 1582	    777.30	1894400.00	  542	8	12	26	36
7	3030564481	  719	    356.09	1900768.69	  228	4	20	25	41
8	3030712914	 1771	    875.35	1897142.86	  609	9	12	25	35
9	3030897456	 1010	    531.04	1903817.55	  297	2	21	24	42
10	3031031702	 1537	    759.58	1900301.10	  534	25	36	45	65
11	3031202062	  738	    369.85	1902173.91	  228	2	20	24	40
12	3031350513	 1327	    646.13	1899571.82	  461	25	36	45	65
13	3031534992	 1053	    592.86	1902949.57	  302	1	21	22	42
14	3031669300	 1583	    777.25	1892583.12	  540	8	11	25	35
15	3031839660	  738	    372.04	1900882.55	  228	1	20	24	40
16	3031988091	 1374	    682.58	1897117.84	  470	5	19	28	37
1	3032172593	 1053	    574.96	1902949.57	  295	2	21	23	42
2	3032306903	 1560	    763.74	1897233.20	  543	26	36	44	65
3	3032477265	  758	    372.81	1902245.71	  232	1	19	24	40
4	3032625695	 1726	    854.00	1900801.90	  599	25	37	45	65
5	3032810198	 1032	    569.67	1902912.62	  301	1	21	23	42
6	3032944508	 1560	    765.28	1897233.20	  541	25	35	44	64
7	3033114888	  719	    355.58	1899441.34	  229	3	20	26	41
8	3033263278	 1373	    673.10	1891392.69	  472	8	12	25	35
9	3033447797	 1031	    555.48	1902912.62	  301	1	21	23	41
10	3033582104	 2005	    994.00	1898576.07	  682	4	20	30	37
11	3033752487	  738	    365.59	1902173.91	  227	2	19	24	40
12	3033900874	 1752	    858.18	1896955.50	  605	26	38	46	66
13	3034085418	  991	    531.83	1901871.52	  300	2	21	24	42
14	3034219727	 1955	    963.51	1902273.32	  673	25	36	44	64
15	3034390108	  719	    358.12	1899441.34	  228	3	20	26	41
16	3034538457	 1372	    673.57	1900584.80	  471	7	13	26	35
1	3034722979	 1032	    563.27	1901989.33	  303	1	21	23	42
2	3034857331	 1583	    782.78	1900538.49	  539	6	13	25	35
3	3035027692	  759	    381.43	1899736.15	  234	1	19	23	40
4	3035176059	 1725	    851.90	1907060.95	  599	25	36	44	65
5	3035360540	 1073	    579.49	1902985.07	  299	1	21	22	41
6	3035494932	 1583	    786.44	1899936.67	  540	5	16	27	36
7	3035665311	  739	    364.15	1900882.55	  229	3	20	25	41
8	3035813659	 1306	    645.80	1898094.13	  452	8	12	25	35
9	3035998140	 1053	    589.01	1902949.57	  301	1	21	22	42
10	3036132553	 1517	    746.91	1905419.40	  527	26	37	45	66
11	3036302913	  739	    368.38	1899592.94	  232	2	20	24	40
12	3036451238	 1795	    892.45	1897321.43	  608	4	20	29	37
13	3036635784	 1010	    543.67	1903817.55	  292	1	20	22	40
14	3036770154	 1558	    761.36	1899109.79	  538	25	36	44	65
15	3036940535	  719	    352.16	1900768.69	  223	4	20	25	41
16	3037088842	 1373	    673.41	1899196.49	  468	6	14	26	36
1	3037273319	 1074	    588.83	1902985.07	  298	2	21	23	42
2	3037407753	 1537	    752.62	1900937.08	  534	25	37	45	66
3	3037578113	  739	    372.19	1899592.94	  227	1	20	24	40
4	3037726438	 1794	    890.87	1899441.34	  607	5	17	27	37
5	3037910918	 1073	    594.31	1903873.08	  302	1	21	22	41
6	3038045352	 1935	    950.95	1906291.83	  669	25	36	44	65
7	3038215715	  738	    375.03	1902173.91	  232	1	19	23	40
8	3038364043	 1373	    678.07	1898503.10	  471	5	14	26	35
9	3038548587	 1011	    537.72	1901931.65	  290	1	21	23	42
10	3038682941	 1582	    779.54	1901140.68	  542	6	14	26	35
11	3038853301	  759	    375.51	1899736.15	  231	1	20	24	40
12	3039001650	 1373	    665.11	1891392.69	  472	9	11	26	35
13	3039186152	 1051	    559.85	1905669.37	  301	2	20	23	41
14	3039320545	 1961	    968.59	1897810.22	  672	25	37	45	65
15	3039490908	  739	    365.48	1899592.94	  228	2	19	24	40
16	3039639255	 1349	    652.44	1898201.30	  470	25	37	45	65
1	3039823800	 1009	    537.21	1905707.20	  300	2	21	23	41
2	3039958131	 1585	    782.70	1896933.29	  540	4	20	29	37
3	3040128514	  739	    362.73	1899592.94	  228	3	20	25	41
4	3040276841	 1795	    891.08	1898380.79	  609	6	19	29	37
5	3040461364	 1032	    557.25	1901989.33	  293	1	21	23	42
6	3040595738	 1583	    781.93	1899335.23	  544	5	15	26	35
7	3040766119	  719	    357.66	1902097.90	  227	4	20	25	41
8	3040914447	 1374	    677.16	1899196.49	  474	7	14	26	36
9	3041098908	 1093	    604.24	1905634.45	  301	1	19	22	40
10	3041233342	 1583	    773.83	1892583.12	  546	9	11	25	35
11	3041403722	  719	    357.07	1900768.69	  227	4	20	25	41
12	3041552049	 1792	    878.90	1895093.06	  616	9	11	25	35
13	3041736550	 1053	    572.96	1902044.70	  298	1	21	22	42
14	3041870942	 1960	    966.81	1902748.41	  670	25	37	45	66
15	3042041304	  738	    367.33	1902173.91	  228	2	20	24	40
16	3042189650	 1349	    658.19	1904018.73	  467	25	36	44	65
1	3042374149	 1033	    566.60	1902912.62	  291	2	22	23	42
2	3042508520	 1584	    783.45	1896933.29	  537	4	19	29	37
3	3042678901	  739	    364.58	1902173.91	  228	4	21	25	41
4	3042827246	 1307	    634.36	1900237.53	  458	26	38	46	66
5	3043011771	 1010	    534.28	1903817.55	  290	1	20	23	41
6	3043146121	 1583	    780.79	1900538.49	  546	7	13	26	36
7	3043316501	  738	    359.44	1903467.03	  229	4	20	25	41
8	3043464829	 1792	    883.60	1901034.39	  613	5	14	26	35
9	3043649266	 1115	    631.75	1904761.90	  311	1	21	22	42
10	3043783721	 1936	    948.35	1900739.18	  665	25	36	45	65
11	3043954083	  738	    367.75	1902173.91	  229	2	19	24	40
12	3044102429	 1350	    661.66	1896749.52	  471	25	36	45	65
13	3044286929	 1032	    562.75	1903836.81	  296	1	21	22	41
14	3044421300	 1562	    780.73	1898652.98	  532	2	21	29	36
15	3044591683	  739	    360.87	1900882.55	  227	4	21	25	41
16	3044740010	 1793	    886.05	1899441.34	  610	5	16	27	36
1	3044924552	 1011	    538.73	1903817.55	  290	3	21	24	42
2	3045058902	 1583	    784.38	1899335.23	  537	5	15	26	36
3	3045229282	  739	    362.35	1899592.94	  237	3	20	25	40
4	3045377610	 1373	    679.39	1892091.65	  461	7	13	25	35
5	3045562151	 1010	    539.17	1903817.55	  297	1	20	22	41
6	3045696500	 1583	    775.95	1893793.99	  544	8	12	26	36
7	3045866878	  718	    358.22	1900768.69	  233	3	20	25	40
8	3046015206	 1372	    668.69	1892791.13	  470	7	12	25	35
9	3046199745	 1011	    540.41	1902874.13	  294	2	21	23	42
10	3046334097	 1583	    779.92	1900538.49	  542	6	13	25	35
11	3046504457	  757	    378.97	1904761.90	  228	1	19	23	40
12	3046652802	 1373	    678.98	1898503.10	  468	5	15	26	36
13	3046837305	 1052	    583.44	1904761.90	  301	1	21	22	41
14	3046971697	 1516	    742.86	1906735.75	  522	26	38	45	66
15	3047142059	  739	    368.90	1902173.91	  236	3	20	25	41
16	3047290407	 1793	    882.11	1894558.78	  607	7	12	25	35
1	3047474865	 1094	    611.88	1903890.16	  299	1	21	22	42
2	3047609280	 1583	    778.84	1900538.49	  545	7	13	26	36
3	3047779639	  739	    374.37	1898305.08	  235	1	20	24	41
4	3047928008	 1791	    873.16	1895627.64	  612	8	11	25	35
5	3048112528	 1032	    557.22	1901989.33	  290	1	21	23	42
6	3048246879	 1935	    955.69	1901241.09	  672	25	36	44	65
7	3048417238	  739	    368.93	1900882.55	  235	2	20	24	40
8	3048565607	 1793	    880.12	1901566.00	  612	7	13	26	36
9	3048750044	 1115	    630.32	1904761.90	  298	1	21	22	63
10	3048884457	 2005	    992.10	1899050.47	  679	5	20	30	37
11	3049054841	  739	    359.43	1899592.94	  228	3	20	25	41
12	3049203210	 1792	    885.58	1895093.06	  609	8	12	25	35
13	3049387646	 1116	    633.18	1902949.57	  308	1	63	65	84
14	3049522059	 1977	    974.53	1901354.46	  671	9	12	26	36
15	3049692417	  739	    373.06	1900882.55	  231	1	19	24	40
16	3049840805	 1794	    887.53	1899441.34	  613	5	17	27	36
1	3050025306	 1053	    587.52	1902949.57	  296	1	21	22	42
2	3050159657	 1934	    949.25	1901743.26	  668	25	34	44	63
3	3050330016	  739	    370.11	1900882.55	  228	3	21	25	41
4	3050478405	 1350	    675.32	1899109.79	  456	3	21	29	36
5	3050662948	 1011	    545.68	1903817.55	  300	2	22	23	41
6	3050797256	 1517	    745.41	1899592.94	  527	26	37	45	65
7	3050967618	  739	    366.08	1900882.55	  238	3	20	25	40
8	3051116005	 1353	    676.19	1897702.00	  462	4	21	30	37
9	3051300550	 1012	    553.02	1901931.65	  293	1	21	23	42
10	3051434836	 1585	    786.25	1896933.29	  538	5	20	29	38
11	3051605218	  739	    359.12	1900882.55	  230	4	21	26	41
12	3051753607	 1352	    674.29	1898405.64	  458	3	20	29	37
13	3051938130	 1032	    562.01	1902912.62	  291	1	21	22	42
14	3052072439	 1583	    779.70	1893793.99	  548	8	12	25	35
15	3052242820	  719	    355.36	1900768.69	  226	4	20	26	41
16	3052391211	 1374	    675.64	1897117.84	  473	5	16	27	36
1	3052575712	 1052	    575.65	1903855.31	  293	1	21	22	42
2	3052710038	 1518	    747.37	1898948.80	  528	26	38	45	66
3	3052880401	  738	    366.27	1902173.91	  227	2	20	24	40
4	3053028813	 1793	    883.85	1901034.39	  613	7	13	26	36
5	3053213334	 1031	    557.06	1902912.62	  292	1	21	22	42
6	3053347622	 1583	    786.08	1899936.67	  541	5	16	26	36
7	3053518002	  739	    363.28	1900882.55	  236	3	19	25	40
8	3053666413	 1371	    663.39	1894024.80	  474	25	36	44	65
9	3053850913	 1033	    571.31	1901989.33	  295	1	21	22	42
10	3053985224	 1583	    784.47	1899335.23	  538	5	15	26	36
11	3054155586	  760	    378.26	1897233.20	  237	1	20	24	40
12	3054303999	 1373	    676.47	1899196.49	  468	6	14	26	35
13	3054488523	 1031	    548.65	1902912.62	  295	1	21	24	42
14	3054622831	 1519	    747.01	1897661.81	  529	26	38	45	66
15	3054793195	  739	    364.83	1900882.55	  236	3	20	25	41
16	3054941586	 1794	    885.45	1898380.79	  610	5	18	28	37
1	3055126089	 1053	    581.71	1902949.57	  296	1	21	22	42
2	3055260421	 1978	    981.69	1899897.85	  680	8	11	25	35
3	3055430782	  739	    371.08	1900882.55	  230	2	20	24	40
4	3055579174	 1793	    895.64	1891891.89	  607	1	21	29	35
5	3055763679	 1053	    575.57	1903855.31	  306	2	21	23	42
6	3055898013	 2001	    984.03	1902377.97	  684	6	13	26	35
7	3056068395	  720	    359.85	1900768.69	  231	5	21	26	42
8	3056216768	 1793	    889.28	1899972.06	  610	5	16	27	36
9	3056401251	 1073	    590.92	1902985.07	  294	1	22	23	42
10	3056535605	 1584	    780.49	1899936.67	  540	7	13	26	36
11	3056705966	  758	    375.01	1902245.71	  228	1	19	23	40
12	3056854355	 1351	    668.54	1898405.64	  454	3	21	29	37
13	3057038860	 1053	    575.80	1902044.70	  295	1	21	22	42
14	3057173192	 1583	    782.88	1899335.23	  539	5	15	26	36
15	3057343554	  739	    374.85	1899592.94	  228	1	20	24	40
16	3057491966	 1729	    852.76	1903614.46	  600	26	37	45	66
1	3057676472	 1052	    562.16	1902949.57	  293	1	21	22	42
2	3057810784	 1583	    776.07	1892583.12	  542	8	11	25	35
3	3057981148	  739	    369.13	1900882.55	  230	3	21	25	41
4	3058129561	 1350	    665.49	1903276.13	  472	25	36	44	65
5	3058314085	 1012	    547.81	1900990.10	  290	1	21	23	42
6	3058448375	 1559	    763.06	1897858.32	  535	25	36	44	65
7	3058618738	  738	    364.27	1902173.91	  228	2	19	24	40
8	3058767151	 1373	    671.26	1899196.49	  473	6	15	27	36
9	3058951654	 1052	    577.07	1904761.90	  306	1	20	22	41
10	3059085963	 1935	    950.79	1901743.26	  670	26	36	45	65
11	3059256325	  739	    367.04	1900882.55	  230	2	19	24	40
12	3059404759	 1372	    667.50	1891891.89	  473	25	35	44	64
13	3059589220	 1074	    599.22	1903873.08	  297	1	21	22	42
14	3059723550	 1535	    750.60	1907356.95	  530	25	36	44	65
15	3059893911	  739	    365.85	1900882.55	  234	3	20	25	40
16	3060042363	 1750	    852.70	1897510.98	  605	26	38	46	66
1	3060226847	 1052	    579.74	1904761.90	  296	1	21	22	40
2	3060361134	 1584	    778.58	1899335.23	  543	7	14	26	36
3	3060531516	  719	    359.67	1900768.69	  227	3	20	25	41
4	3060679947	 1794	    887.55	1897850.96	  606	4	20	29	37
5	3060864429	 1074	    599.46	1902985.07	  296	1	21	22	42
6	3060998739	 1977	    977.73	1900383.14	  682	8	11	25	35
7	3061169121	  719	    356.50	1900768.69	  228	4	20	25	41
8	3061317556	 1793	    886.65	1901566.00	  612	7	13	26	36
9	3061502039	 1073	    602.61	1904761.90	  302	1	21	22	42
10	3061636327	 1583	    784.87	1896933.29	  533	2	21	29	36
11	3061806711	  739	    363.33	1900882.55	  230	3	20	25	41
12	3061955144	 1796	    894.61	1897321.43	  614	5	20	30	38
13	3062139630	 1073	    590.33	1903873.08	  299	1	21	22	42
14	3062273939	 1983	    978.64	1901390.64	  675	8	14	26	37
15	3062444303	  739	    363.31	1900882.55	  229	3	20	25	41
16	3062592755	 1749	    856.04	1898622.91	  597	26	38	46	66
1	3062777218	 1074	    600.42	1902097.90	  305	1	21	22	42
2	3062911528	 1583	    776.41	1900538.49	  544	7	13	26	36
3	3063081891	  739	    374.07	1899592.94	  230	1	20	24	40
4	3063230346	 1373	    666.00	1891181.99	  473	25	35	44	64
5	3063414828	 1072	    581.38	1904761.90	  306	1	21	22	41
6	3063549115	 1586	    782.63	1896333.75	  540	5	21	30	38
